SID,DWZZJGDM,satisfied
1203121770,562144110,1
1203121771,726292719,1
1203121772,558521630,1
1203121774,860030330,1
1203121775,661186228,1
1203121776,726292719,1
1203121777,726292719,1
1203121778,560352039,1
1203121779,717805607,1
1203121780,561521711,1
1203121781,717743469,1
1204121929,668685863,1
1204121930,726292719,1
1204121931,400003112,1
1204121933,726292719,1
1204121934,192203821,1
1204121935,668685863,1
1204121936,726292719,1
1204121937,783357371,1
1204121938,775934503,1
1204121939,726292719,1
1204121940,679375094,1
1204122142,663156866,1
1204122143,698647956,1
1204122144,726292719,1
1204122145,321981874,1
1204122146,671060098,1
1204122147,435202322,1
1204122148,27939873X,1
1204122149,726292719,1
1204122150,726292719,1
1204122151,717809966,1
1204122152,562144110,1
1203121570,192203821,1
1203121571,726292719,1
1203121572,713576923,1
1203121573,726292719,1
1203121574,768225469,1
1203121575,726292719,1
1203121576,578402970,1
1203121577,768225469,1
1203121578,726292719,1
1203121579,264582788,1
1203121580,751321075,1
1203121782,100001342,1
1203121783,782786553,1
1203121784,775934503,1
1203121785,726292719,1
1203121786,747846223,1
1203121787,783955312,1
1203121789,192203821,1
1203121790,726292719,1
1203121791,726292719,1
1203121792,743757426,1
1203121793,797915653,1
1204121941,668685863,1
1204121943,397559071,1
1204121944,717743469,1
1204121945,441623967,1
1204121946,790750921,1
1204121947,726292719,1
1204121948,726292719,1
1204121949,051573036,1
1204121950,437200830,1
1204121952,775934503,1
1204121953,726292719,1
1301120331,726292719,1
1301120332,192203821,1
1301120333,678186670,1
1301120334,192317458,1
1301120335,300452033,1
1301120337,562144110,1
1301120338,783205749,1
1301120339,726292719,1
1301120340,163578771,1
1301120341,726292719,1
1301120342,566018920,1
1301120520,775934503,1
1301120521,279348628,1
1301120522,596304143,1
1301120523,399802223,1
1301120524,775934503,1
1301120526,726292719,1
1301120527,710927388,1
1301120528,775934503,1
1301120529,726292719,1
1301120530,726292719,1
1301120531,717812073,1
1301110001,220601836,1
1301110003,726292719,1
1301110004,703099764,1
1301110005,100016659,1
1301110008,450720814,1
1301110009,435630669,1
1301110010,435204205,1
1301110011,415803470,1
1301120150,562144110,1
1301120151,768225469,1
1301120152,783955312,1
1301120153,551351886,1
1301120154,735354889,1
1301120155,680836716,1
1301120156,121000004370964988,1
1301120157,71526726X,1
1301120158,600038766,1
1301120159,733796106,1
1301120160,715848099,1
1301120343,726292719,1
1301120344,720823080,1
1301120345,766264771,1
1301120346,726292719,1
1301120347,773312444,1
1301120348,192203821,1
1301120350,163047727,1
1301120351,562144110,1
1301120352,671775202,1
1301120353,754408889,1
1301120354,437200830,1
1301120532,726292719,1
1301120533,336411954,1
1301120534,311131745,1
1301120535,761336668,1
1301120536,726292719,1
1301120537,302857907,1
1301120538,775934503,1
1301120539,05158996X,1
1301120540,799041689,1
1301120542,765951641,1
1301120543,596304143,1
1301110067,418585464,1
1301110068,111222335,1
1301110071,121000004352307294,1
1301110073,12130300402470291D,1
1301110074,121000004352307294,1
1301110076,11440000006939801C,1
1301110079,91610131668683606U,1
1301110089,437205105,1
1301110090,124100004185854641,1
1301110091,91610131668683606U,1
1301120161,596304143,1
1301120163,733796106,1
1301120164,15499233X,1
1301120165,726292719,1
1301120166,163578771,1
1301120167,733796106,1
1301120168,300452033,1
1301120169,623747661,1
1301120171,132224671,1
1301120172,06533129X,1
1301120173,726292719,1
1301120355,726292719,1
1301120356,551351130,1
1301120357,726292719,1
1301120358,669430379,1
1301120359,067338559,1
1301120361,143047842,1
1301120362,616412935,1
1301120364,163578771,1
1301120365,726292719,1
1301120366,726292719,1
1301120367,279422189,1
1301120545,752965366,1
1301120546,163578771,1
1301120547,775934503,1
1301120548,192203821,1
1301120549,726292719,1
1301120550,401749530,1
1301120552,322361626,1
1301120553,323193185,1
1301120554,723195753,1
1301120555,405747612,1
1301120556,775934503,1
1301110092,91330108676770486E,1
1301110093,437205105,1
1301110094,437205105,1
1301110095,401705570,1
1301110098,450751450,1
1301110104,12610000435203245H,1
1301110105,437205105,1
1301110106,111222335,1
1301110110,415804596,1
1301110111,91610131668683606U,1
1301120174,192203821,1
1301120175,589443778,1
1301120176,775934503,1
1301120178,192203821,1
1301120179,MA001FLX7,1
1301120180,192203821,1
1301120181,555176712,1
1301120183,726292719,1
1301120184,719172532,1
1301120185,703099764,1
1301120186,27939873X,1
1301120368,401749530,1
1301120369,754408889,1
1301120371,279422189,1
1301120372,727215176,1
1301120373,726292719,1
1301120374,783955312,1
1301120375,793402981,1
1301120376,783205749,1
1301120377,789597712,1
1301120378,563658607,1
1301120379,726292719,1
13010410012,91330100754408889H,1
13010410013,665856436,1
13010410016,748032117,1
13010410017,911101083513129702,1
13010410021,68388131X,1
13010410023,9144010105256414X5,1
13010410024,724308182,1
1301110115,12410000419305161R,1
1301120001,677823025,1
1301120002,71526726X,1
1301120003,682946791,1
1301120004,703099764,1
1301120005,437200830,1
1301120006,192203821,1
1301120007,06533129X,1
1301120010,664529855,1
1301120012,344935926,1
1301120187,726292719,1
1301120188,726292719,1
1301120189,163578771,1
1301120190,775934503,1
1301120191,575052725,1
1301120192,726292719,1
1301120193,455929000,1
1301120195,726292719,1
1301120196,71526726X,1
1301120197,775934503,1
1301120198,336411954,1
1301120380,711771143,1
1301120381,775934503,1
1301120382,583242924,1
1301120383,783991313,1
1301120384,775934503,1
1301120385,726292719,1
1301120386,719282950,1
1301120387,726292719,1
1301120388,59222113X,1
1301120389,726292719,1
1301120390,57506665X,1
13010410027,9144010105256414X5,1
13010410028,610131100007922,1
13010410029,715297653,1
13010410031,344369434,1
13010410033,311117863,1
13010410038,91440000190337244A,1
1301120015,399802223,1
1301120016,630452159,1
1301120017,775934503,1
1301120019,322361626,1
1301120020,739350746,1
1301120021,589443778,1
1301120022,726292719,1
1301120023,726292719,1
1301120024,733338658,1
1301120025,733338658,1
1301120199,703414699,1
1301120200,726292719,1
1301120201,551351886,1
1301120202,726292719,1
1301120203,279422189,1
1301120204,321695579,1
1301120205,71526726X,1
1301120206,279422189,1
1301120207,726292719,1
1301120208,192203821,1
1301120209,754961764,1
1301120391,630452159,1
1301120393,775934503,1
1301120394,775934503,1
1301120395,10331386X,1
1301120396,623747661,1
1301120397,MA06Y632X,1
1301120398,726171773,1
1301120399,794510036,1
1301120400,699627252,1
1301120401,279422189,1
13010410039,099623370,1
13010410042,279422189,1
13010410045,683791058,1
13010410048,214403016,1
13010410049,165881395,1
13010410051,322323355,1
1301120026,450751450,1
1301120028,745467123,1
1301120029,726292719,1
1301120030,591673062,1
1301120031,726292719,1
1301120032,400010216,1
1301120033,703414699,1
1301120034,726292719,1
1301120035,726292719,1
1301120036,761961869,1
1301120037,450751063,1
1301120210,726292719,1
1301120211,726292719,1
1301120212,558521630,1
1301120213,400006487,1
1301120214,100005474,1
1301120215,783991313,1
1301120216,600038766,1
1301120217,788831167,1
1301120218,425013931,1
1301120219,33367170X,1
1301120220,27939873X,1
1301120402,311195757,1
1301120403,27939873X,1
1301120404,697179484,1
1301120405,163047727,1
1301120406,192548256,1
1301120407,563658607,1
1301120408,555176712,1
1301120409,726292719,1
1301120410,726292719,1
1301120411,789331690,1
1301120412,726292719,1
13010510002,177717592,1
13010510004,133840986,1
13010510006,682946791,1
13010510010,177717592,1
13010510012,27939873X,1
1301120038,338609198,1
1301120039,563015652,1
1301120040,336411954,1
1301120041,660527705,1
1301120042,253932914,1
1301120043,450751450,1
1301120044,703240641,1
1301120045,745152789,1
1301120046,717741973,1
1301120047,733338658,1
1301120048,192203821,1
1301120222,401749530,1
1301120223,306648926,1
1301120224,726292719,1
1301120225,726292719,1
1301120226,429380333,1
1301120227,740640740,1
1301120228,401749530,1
1301120229,726521040,1
1301120230,584496344,1
1301120231,703414699,1
1301120232,751321075,1
1301120413,775934503,1
1301120414,27939873X,1
1301120415,736239890,1
1301120416,192203821,1
1301120417,63159284X,1
1301120418,794056988,1
1301120419,726292719,1
1301120420,726292719,1
1301120421,132824749,1
1301120422,726292719,1
1301120423,71526726X,1
13010510014,177717592,1
13010510018,741248038,1
13010510019,665856436,1
13010510022,913301063113131860,1
13010510024,914201001777175929,1
13010510026,743680991,1
13010510027,91350900587527783P,1
13010510028,220533749,1
1301120049,717743469,1
1301120050,726292719,1
1301120051,100001342,1
1301120052,783991313,1
1301120053,726292719,1
1301120054,401749530,1
1301120055,733796106,1
1301120056,760101058,1
1301120058,726292719,1
1301120060,726292719,1
1301120061,399802223,1
1301120233,192203821,1
1301120234,745774852,1
1301120235,558521630,1
1301120236,732058742,1
1301120240,310012867,1
1301120241,726292719,1
1301120242,726292719,1
1301120243,775934503,1
1301120244,192203821,1
1301120246,726292719,1
1301120424,311307034,1
1301120425,425160018,1
1301120426,769900358,1
1301120427,717743469,1
1301120428,558930047,1
1301120429,575154246,1
1301120430,726292719,1
1301120431,717837449,1
1301120432,775934503,1
1301120433,71526726X,1
1301120434,749270387,1
13010510029,220533749,1
13010510031,9144030071526726XG,1
13010510032,220533749,1
13010510033,91610131575071248X,1
13010510034,754408889,1
13010510035,91420106565573594H,1
13010510037,726365869,1
13010510041,911000001000013428,1
1301120062,711771143,1
1301120063,27939873X,1
1301120065,719172532,1
1301120066,793402981,1
1301120067,067758342,1
1301120068,578430381,1
1301120069,726292719,1
1301120070,726292719,1
1301120071,664529855,1
1301120072,717812647,1
1301120073,075830519,1
1301120074,726292719,1
1301120248,100005474,1
1301120249,783205749,1
1301120250,716105852,1
1301120251,726292719,1
1301120252,775934503,1
1301120253,726290051,1
1301120254,401749530,1
1301120255,726292719,1
1301120258,710937412,1
1301120259,397109142,1
1301120260,773960492,1
1301120435,100016659,1
1301120436,726292719,1
1301120437,726292719,1
1301120438,220604594,1
1301120439,192203821,1
1301120440,726292719,1
1301120441,789331690,1
1301120442,587424207,1
1301120444,169968471,1
1301120445,163047727,1
1301120446,726292719,1
13010510043,711771143,1
13010510045,91610131MA6TXD8E57,1
13010510046,91610131MA6UQQNG54,1
13010510048,911101083513129702,1
13010510050,671483285,1
13010510051,91610131MA6TXD8E57,1
13010510053,91610131575071248X,1
13010510055,111222335,1
1301120075,726290051,1
1301120077,192203821,1
1301120079,726292719,1
1301120080,279422189,1
1301120082,551351886,1
1301120083,745152789,1
1301120084,735354889,1
1301120085,192203821,1
1301120086,726292719,1
1301120087,672676468,1
1301120088,575154510,1
1301120261,401749530,1
1301120262,703099764,1
1301120263,726292719,1
1301120264,192203821,1
1301120265,783991313,1
1301120266,726292719,1
1301120267,587411844,1
1301120268,71526726X,1
1301120269,466008522,1
1301120270,783991313,1
1301120271,596562791,1
1301120448,192203821,1
1301120449,726292719,1
1301120450,551351886,1
1301120451,682219885,1
1301120452,192203821,1
1301120453,132227901,1
1301120454,584496344,1
1301120455,589443778,1
1301120456,726292719,1
1301120457,789597712,1
13010510056,589197917,1
13010510058,279422189,1
13010510060,730980020,1
13010510062,735740093,1
13010510063,9144030007692463XL,1
13010510064,12100000717810692A,1
13010510068,91440300358751255C,1
13010510069,715263680,1
1301120090,103065683,1
1301120091,326650441,1
1301120092,717743469,1
1301120093,726292719,1
1301120094,704638037,1
1301120095,600038766,1
1301120096,741272281,1
1301120097,765951641,1
1301120098,562144110,1
1301120101,326650441,1
1301120102,441623908,1
1301120272,596304143,1
1301120273,726292719,1
1301120274,726292719,1
1301120275,745774852,1
1301120276,726292719,1
1301120277,726292719,1
1301120278,754408889,1
1301120279,076622973,1
1301120280,726292719,1
1301120281,672975038,1
1301120282,775934503,1
1301120458,782189177,1
1301120461,920520236,1
1301120464,768225450,1
1301120465,703414699,1
1301120466,775934503,1
1301120467,726292719,1
1301120468,786713482,1
1301120469,726292719,1
1301120470,726292719,1
13010510071,79413056X,1
13010510072,91430100794738639Y,1
13010510073,306271081,1
13010510075,919673446,1
13010510078,9161013105158996XH,1
1301120103,726292719,1
1301120104,580482842,1
1301120105,775934503,1
1301120106,401749530,1
1301120107,584496344,1
1301120108,71526726X,1
1301120109,093483848,1
1301120111,726292719,1
1301120112,095291444,1
1301120114,726292719,1
1301120284,300452033,1
1301120285,682946791,1
1301120287,726292719,1
1301120288,733338658,1
1301120289,220940950,1
1301120290,121000004352307294,1
1301120291,06533129X,1
1301120292,466008522,1
1301120293,163578771,1
1301120295,726292719,1
1301120296,660721831,1
1301120471,682946791,1
1301120472,726292719,1
1301120473,618445482,1
1301120474,104438867,1
1301120475,71526726X,1
1301120476,775934503,1
1301120477,27939873X,1
1301120479,416526153,1
1301120480,73882572X,1
1301120481,797915653,1
1301120482,27939873X,1
13010510084,718383848,1
13010510089,91530000748260566K,1
13010520001,91130501679910763F,1
13010520002,562144110,1
13010520004,914419006770611985,1
1301120115,338609198,1
1301120116,726292719,1
1301120117,294468046,1
1301120118,192203821,1
1301120119,726292719,1
1301120120,717740460,1
1301120121,91140000710937455Q,1
1301120122,682219885,1
1301120123,437201489,1
1301120124,441623908,1
1301120125,726292719,1
1301120126,249682756,1
1301120297,570796872,1
1301120298,703490552,1
1301120300,E33330251,1
1301120301,279422189,1
1301120302,562144110,1
1301120303,27939873X,1
1301120304,697179484,1
1301120305,E11632136,1
1301120306,726292719,1
1301120307,726292719,1
1301120484,051592229,1
1301120485,682219885,1
1301120486,587424207,1
1301120487,846465223,1
1301120488,700391823,1
1301120489,163578771,1
1301120490,192203821,1
1301120491,726292719,1
1301120492,192203821,1
1301120493,33367170X,1
1301120494,726292719,1
13010520006,055631619,1
13010520009,91440101MA59BRK99N,1
13010520011,201906028,1
13010520013,745774852,1
13010520017,231213038,1
1301120127,27939873X,1
1301120128,726292719,1
1301120129,797915653,1
1301120130,726292719,1
1301120131,793402981,1
1301120132,600038766,1
1301120133,192203821,1
1301120134,726292719,1
1301120136,717743469,1
1301120137,775934503,1
1301120138,592322280,1
1301120308,321980847,1
1301120309,775934503,1
1301120310,726292719,1
1301120311,192203821,1
1301120312,450751450,1
1301120313,71526726X,1
1301120314,726292719,1
1301120316,732058742,1
1301120317,E80235062,1
1301120318,581855428,1
1301120319,27939873X,1
1301120496,081002584,1
1301120497,722617758,1
1301120498,726292719,1
1301120499,192203821,1
1301120500,710927388,1
1301120501,726292719,1
1301120502,279422189,1
1301120503,401749530,1
1301120504,775934503,1
1301120505,775934503,1
1301120506,192203821,1
13010520022,09382557X,1
13010520026,91330110MA280QWM25,1
13010520029,217660202,1
13010520031,795951482,1
13010520032,793402981,1
13010520034,892254961,1
1301120139,714666111,1
1301120140,726292719,1
1301120142,562144110,1
1301120143,562144110,1
1301120144,68670030X,1
1301120145,793402981,1
1301120146,726292719,1
1301120147,575154510,1
1301120148,717801710,1
1301120149,792783700,1
1301120320,68670030X,1
1301120321,745152789,1
1301120322,682946791,1
1301120323,71526726X,1
1301120324,714666111,1
1301120325,726292719,1
1301120327,775934503,1
1301120328,664529855,1
1301120329,746612636,1
1301120330,132224671,1
1301120507,666520715,1
1301120508,598752468,1
1301120510,192203821,1
1301120511,775934503,1
1301120513,711192037,1
1301120514,192203821,1
1301120515,736239890,1
1301120516,192203821,1
1301120517,745774852,1
1301120518,726292719,1
1301120519,726292719,1
13010520037,568410213,1
13010520038,91610131MA6U4N4M5R,1
13010520040,52110108400886090W,1
13010180027,190337244,1
13010180032,311117863,1
13010180038,91610000794122869T,1
13010180040,91110106778646515G,1
13010321009,9144010105256414X5,1
13010321010,466008522,1
13010410001,91330000717612477A,1
13010410002,792917246,1
13010410004,91650100599184941G,1
13010410006,727656393,1
13010410010,913501007335995323,1
13010110063,078624171,1
13010110064,192203821,1
13010110066,279422189,1
13010110068,91110108752191073D,1
13010110070,192203821,1
13010110072,192203821,1
13010110076,91360730MA35GGLR2N,1
13010130099,91440300192317458F,1
13010130104,91440300676670207W,1
13010140001,681865332,1
1211122853,310582317,1
1211122854,671879941,1
1211122855,60128757X,1
1211122856,726292719,1
1211122857,56611922X,1
1211122858,398468411,1
1211122859,733338658,1
1211122860,H0420141X,1
1211122862,797915653,1
1211122863,H0420141X,1
1211122864,437200830,1
13010110078,057147791,1
13010110079,728183970,1
13010140004,91420100063041897D,1
13010140005,553058683,1
13010140006,220940950,1
13010140008,91420100063041897D,1
13010140011,742813617,1
13010140012,279422189,1
13010140013,78365435X,1
13010140014,664155080,1
1211122865,783581752,1
1211122866,220528536,1
1211122867,726292719,1
1211122868,57419537X,1
1211122869,051409965,1
1211122870,703414699,1
1211122871,703490552,1
1211122872,192203821,1
1211122873,051596510,1
1211122874,703490552,1
1211122875,787879687,1
13010110093,710977537,1
13010110094,778646515,1
13010120001,9161000057563942XG,1
13010120004,633796467,1
13010120005,MA00740H5,1
13010140016,680194741,1
13010140017,91510100743611793H,1
13010140018,913306217530150045,1
13010140019,192203821,1
13010140022,080768342,1
13010140023,133840986,1
13010140025,294264385,1
13010140027,195971850,1
13010140028,294264385,1
1211122876,592934666,1
1211122877,566005839,1
1211122878,708467837,1
1211122879,671879941,1
1211122880,110070798,1
1211122881,797915653,1
1211122882,703414699,1
1211122883,703414699,1
1211122884,671510589,1
1211122885,H0420141X,1
1211122886,703414699,1
13010120006,913301066739671609,1
13010120007,19219470X,1
13010120009,9113000060128757X4,1
13010120012,279422189,1
13010120013,177717592,1
13010120014,07692463X,1
13010120015,91330212739470836U,1
13010120018,91610113592216234T,1
13010140029,733796106,1
13010140032,253932914,1
13010140033,745379000,1
13010140035,294264385,1
13010140036,91441900751092436A,1
13010140038,913301063113131860,1
13010140040,07692463X,1
13010199035,91610131668683606U,1
1211122887,085098261,1
1211122888,757589507,1
1211122890,56611922X,1
1211122891,797456928,1
1211122892,726292719,1
1211122893,051596510,1
1211122894,700224152,1
1211122895,192203821,1
1211122897,704200297,1
1211122898,401706565,1
1211122899,H0420141X,1
13010120019,754408889,1
13010120021,913501000687866603,1
13010120024,91320211561819323D,1
13010120026,91522320775343746C,1
13010120027,217660202,1
13010120029,91451200708717437N,1
13010120030,91320211561819323D,1
13010120032,52110108553130788G,1
13010140045,733796106,1
13010140049,MA1FW3LD5,1
13010140051,192203821,1
13010140056,MA6TX91EX,1
13010140057,9144030027939873X7,1
13010199060,914403007320587423,1
13010310001,074156673,1
13010310002,91110105306401296U,1
13010310003,52110108553130788G,1
1211122900,192203821,1
1211122901,400012406,1
1211122902,788831167,1
1211122903,587443950,1
1211122904,775934503,1
1211122905,618845558,1
1211122906,435230796,1
1211122907,085098261,1
1211122908,400010152,1
1211122909,726292719,1
1211122910,192203821,1
1211122911,783581752,1
13010120033,91440300192382487H,1
13010120034,717811468,1
13010120035,192203821,1
13010120036,91330100754408889H,1
13010120037,192203821,1
13010120043,916100002205251405,1
13010120045,792783700,1
13010140058,732678562,1
13010140060,91610131794101419A,1
13010140061,91440300715281416K,1
13010140062,91610000719790672G,1
13010140063,913301003296004073,1
13010140065,733796106,1
13010140067,133840986,1
13010140069,91110108592385601X,1
13010140070,793402981,1
13010310005,9144010105256414X5,1
13010310006,433206573,1
13010310007,91350105705119984B,1
13010310008,9144010105256414X5,1
13010310009,674562632,1
13010310010,9144030071526726XG,1
13010310012,91440300311971736T,1
13010310013,323144543,1
1211122912,750220715,1
1211122913,192203821,1
1211122914,27939873X,1
1211122915,600065238,1
1211122916,726292719,1
1211122917,775934503,1
1211122918,132824749,1
1211122919,575154246,1
1211122922,775934503,1
1211122923,765554339,1
13010120048,578402970,1
13010120049,91430000790328368X,1
13010120053,715166426,1
13010120055,793402981,1
13010120056,78365435X,1
13010120057,913301007682221453,1
13010120058,91610000220521123F,1
13010120060,91370212394441502U,1
13010140073,192203821,1
13010140075,592366240,1
13010140076,310110000561104,1
13010140077,59188197X,1
13010140081,91610131051592229W,1
13010140083,91370000706130106B,1
13010140084,253932914,1
13010310018,890346651,1
13010310019,91110105351302369P,1
13010310020,562144110,1
13010310026,91440300342959553Y,1
13010310027,91210114760067320K,1
13010310028,91330100799655058B,1
13010310030,767302792,1
1211122924,352255066,1
1211122925,437200830,1
1211122926,631137409,1
1211122927,067758342,1
1211122928,580579548,1
1211122929,765554339,1
1211122930,104360801,1
1211122931,717812073,1
1211122932,726292719,1
1211122933,714666111,1
1211122934,775934503,1
13010120063,745379000,1
13010120066,91320214MA1MHNNQ3L,1
13010120069,754408889,1
13010120070,59222113X,1
13010120072,27939873X,1
13010120074,9144030007692463XL,1
13010140085,59222113X,1
13010140088,133840986,1
13010140091,673258807,1
13010140097,757355962,1
13010140098,610100100081725,1
13010310031,551390922,1
13010310033,397177153,1
13010310036,9111010880200170X7,1
13010310037,91410100MA3XBG4M1G,1
13010310043,783205749,1
13010310045,911100007832057492,1
1211122935,085452101,1
1211122936,722617758,1
1211122937,466292682,1
1211122938,783194808,1
1211310286,794546266,1
1211310292,064205953,1
1211310298,91320200680526398R,1
1211310299,12320000466011617U,1
1211310302,X29034394,1
1212122939,726292719,1
1212122940,726292719,1
1212122941,746560186,1
13010120081,733599532,1
13010120083,91520000730980020A,1
13010120085,91360106095880791L,1
13010120086,671483285,1
13010140100,774474891,1
13010140102,683791058,1
13010140103,610100100081725,1
13010150001,177717592,1
13010150002,08210550X,1
13010150003,91610131MA6TXD8E57,1
13010150007,91610131MA6U4N4M5R,1
13010310046,801232119,1
13010310049,767302792,1
13010310052,623100438,1
13010310053,91610131668683606U,1
13010310057,568518822,1
1212122943,555176712,1
1212122946,717743469,1
1212122948,672975038,1
1212122949,726292719,1
1212122950,726292719,1
1212122951,775934503,1
1212122952,726292719,1
1212122953,570217615,1
1212122957,664192711,1
13010120091,801365632,1
13010120095,91610131552317153P,1
13010120096,671060098,1
13010120097,767550462,1
13010120102,717612557,1
13010130001,91610131688984465N,1
13010150012,078624171,1
13010150016,91330108143047842C,1
13010150020,9144010172786204X1,1
13010150021,231213038,1
13010150023,253932914,1
13010150026,754408889,1
13010310067,9144010105256414X5,1
13010310068,9144030071526726XG,1
13010310072,916101317262848586,1
1212122958,726292719,1
1212122959,775934503,1
1212122960,694915060,1
1212122962,726292719,1
1212122963,726292719,1
1212122964,578402970,1
1212122965,086238561,1
1212122966,726292719,1
1212122967,596304143,1
1212122968,775934503,1
1212122969,192367201,1
13010130005,14306073X,1
13010130007,192203821,1
13010130011,91110101599658334M,1
13010130014,731102852,1
13010150028,91440300761961869W,1
13010150030,220633555,1
13010150032,911101087239566045,1
13010150036,91320214MA1MHNNQ3L,1
13010150038,163047727,1
13010150039,91440300793892618P,1
13010150041,754408889,1
13010310076,91610112MA6TXHGY02,1
13010310079,722600331,1
13010320002,697136927,1
13010320003,9165430009736722XF,1
13010320006,709763144,1
13010320007,192413773,1
13010320008,333662395,1
1212122970,726292719,1
1212122971,596304143,1
1212122972,726292719,1
1212122973,726292719,1
1212122974,775934503,1
1212122975,596304143,1
12130110040,MA6TX91EX,1
12130110080,711771143,1
12150210025,783205749,1
123,91310230MA1JWJU2XC,1
13010110001,783204578,1
13010130020,711771143,1
13010130025,91440400684430123K,1
13010130026,192203821,1
13010130027,163047727,1
13010130028,9161013105158996XH,1
13010130032,59222113X,1
13010150045,611451062,1
13010150046,773282177,1
13010150049,099623370,1
13010150052,722617758,1
13010150053,668683606,1
13010150057,746610323,1
13010320011,91140000678191736U,1
13010320012,719282950,1
13010320016,466008522,1
13010320019,062702868,1
13010320023,91441900618369862J,1
13010110002,726182544,1
13010110004,916101316838525277,1
13010110007,59222113X,1
13010110010,566019659,1
13010110013,067900353,1
13010110014,192203821,1
13010110016,192203821,1
13010130033,9161013105158996XH,1
13010130035,91440000598938449T,1
13010130037,775934503,1
13010130038,913301066739671609,1
13010130045,MA6TYPUP3,1
13010150061,911101087776681301,1
13010150063,91440400303949117U,1
13010150070,91210200604856336R,1
13010150073,91610131MA6TXYN620,1
13010320024,777668130,1
13010320025,562144110,1
13010320026,91330110MA27XFA28T,1
13010320028,306401296,1
13010320029,91310000MA1FL0HA77,1
13010320030,668589193,1
13010110018,91330100754408889H,1
13010110023,726292719,1
13010110025,914403005879163755,1
13010110026,714260074,1
13010130047,MA6TY16T8,1
13010130050,077721308,1
13010130057,763394140,1
13010130058,682319130,1
13010130061,914404005724054098,1
13010151008,91510100397834467R,1
13010320042,913701000690159992,1
13010320044,79413056X,1
13010320045,690801701,1
13010320046,914403005879163755,1
13010320047,915101077436163833,1
13010320049,000018630,1
13010320051,328308885,1
13010110031,788311487,1
13010110038,163047727,1
13010110040,MA1MB3LN9,1
13010110043,91610131397856084D,1
13010110044,110108010410820,1
13010130064,775934503,1
13010130068,163047727,1
13010130071,911100007187892239,1
13010130072,91610000786991503Y,1
13010130074,91110105399886690H,1
13010151015,71529193X,1
13010151016,91610131MA6U4N4M5R,1
13010180008,91371100168357011L,1
13010320055,717743469,1
13010320058,311117863,1
13010320059,682219885,1
13010321007,91610000661186228Q,1
13010110055,91440300279350584T,1
13010110058,754408889,1
13010130077,9113018574262631XA,1
13010130080,681953105,1
13010130082,170001401,1
13010130083,663784870,1
13010130084,762565294,1
13010130085,708855514,1
13010130089,724833905,1
13010180014,733796106,1
13010180015,733796106,1
13010180016,27939873X,1
1302121019,74881571X,1
1302121022,399802223,1
1302121023,579045776,1
1302121025,71526726X,1
1302121027,726292719,1
1302121028,775934503,1
1302121029,192203821,1
1302121031,729253432,1
1302121032,279422189,1
1302121033,279422189,1
1302121257,789597712,1
1302121258,311131745,1
1302121260,745152789,1
1302121261,723968920,1
1302121262,682219885,1
1302121263,72547107X,1
1302121264,726292719,1
1302121265,746112543,1
1302121266,27939873X,1
1302121267,724308182,1
13020610021,739746644,1
13020610024,91320594668996100Y,1
13020610027,101101660,1
13020610030,715224278,1
13020610033,556999614,1
13020610034,708439449,1
1302120810,562144110,1
1302120811,793402981,1
1302120812,726292719,1
1302120813,716207592,1
1302120814,192203821,1
1302120815,752121518,1
1302120816,727652536,1
1302120817,795986888,1
1302120819,562144110,1
1302120820,333631759,1
1302120821,714666111,1
1302121035,560352039,1
1302121036,721497432,1
1302121037,551351886,1
1302121039,726292719,1
1302121040,703099764,1
1302121041,133614110,1
1302121042,MA06Y632X,1
1302121043,717837596,1
1302121044,333662395,1
1302121046,733338658,1
1302121048,724588823,1
1302121268,321958543,1
1302121269,726292719,1
1302121270,752965366,1
1302121271,783205749,1
1302121272,797915653,1
1302121273,450720814,1
1302121274,72576928X,1
1302121275,220533749,1
1302121276,192203821,1
1302121277,726292719,1
1302121278,192203821,1
13020610038,739746644,1
13020710002,91310000754343149G,1
13020710003,177662018,1
13020710008,192203821,1
13020710010,27939873X,1
1302120822,562144110,1
1302120823,726292719,1
1302120824,400852819,1
1302120825,163047727,1
1302120826,073025153,1
1302120827,775934503,1
1302120828,726292719,1
1302120829,27939873X,1
1302120830,722617758,1
1302120831,754408889,1
1302120832,775934503,1
1302121049,73882572X,1
1302121050,726292719,1
1302121051,726292719,1
1302121055,580613785,1
1302121056,733796106,1
1302121057,163578771,1
1302121058,399802223,1
1302121059,30454746X,1
1302121060,775934503,1
1302121061,726292719,1
1302121279,726292719,1
1302121280,749270387,1
1302121281,584496344,1
1302121282,400006516,1
1302121283,711192037,1
1302121284,450720814,1
1302121285,726292719,1
1302121286,39906243X,1
1302121287,27939873X,1
1302121288,27939873X,1
1302121289,703414699,1
13020710014,566019659,1
13020710015,101909571,1
13020710016,062550788,1
13020710018,91450200315911001R,1
13020710022,91440300192382487H,1
13020710023,732973318,1
13020710025,91110108MA005RWD8T,1
13020710026,91441900618369862J,1
1302120837,787751579,1
1302120838,33937823X,1
1302120839,672975038,1
1302120840,401749530,1
1302120841,70927392X,1
1302120843,671775202,1
1302120846,466008522,1
1302120847,71526726X,1
1302120848,741550915,1
1302120849,306642700,1
1302120850,132824749,1
1302121064,562144110,1
1302121067,400019050,1
1302121069,726292719,1
1302121070,717837449,1
1302121072,192367201,1
1302121073,665865930,1
1302121075,400019050,1
1302121076,085966161,1
1302121078,699627252,1
1302121079,562144110,1
